SO_2021_10_26_Instance_4	PMC1626394.nxml.gz_17	2594 2607	mitochondrial	SO_biobert_model_local_PMC1626394.nxml.gz
SO_2021_10_26_Instance_233	PMC3342123.nxml.gz_121	26229 26233	gene	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_234	PMC3342123.nxml.gz_123	26512 26517	genes	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_235	PMC3342123.nxml.gz_134	27926 27931	genes	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_236	PMC3342123.nxml.gz_138	28544 28555	transcripts	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_237	PMC3342123.nxml.gz_139	28677 28682	genes	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_238	PMC3342123.nxml.gz_140	28943 28948	genes	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_239	PMC3342123.nxml.gz_144	29937 29942	genes	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_240	PMC3342123.nxml.gz_154	31492 31496	gene	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_241	PMC3342123.nxml.gz_163	33180 33185	genes	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_242	PMC3342123.nxml.gz_175	35301 35306	genes	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_243	PMC3342123.nxml.gz_177	35647 35652	genes	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_244	PMC3342123.nxml.gz_181	36179 36184	genes	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_245	PMC3342123.nxml.gz_183	36473 36478	genes	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_246	PMC3342123.nxml.gz_185	36973 36977	gene	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_247	PMC3342123.nxml.gz_185	37059 37064	genes	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_248	PMC3342123.nxml.gz_186	37089 37094	genes	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_249	PMC3342123.nxml.gz_187	37265 37270	genes	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_250	PMC3342123.nxml.gz_188	37299 37304	genes	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_251	PMC3342123.nxml.gz_228	42844 42848	gene	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_252	PMC3342123.nxml.gz_228	42859 42866;42867 42873	Forward primer	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_253	PMC3342123.nxml.gz_228	42897 42904;42905 42911	Reverse primer	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_254	PMC3342123.nxml.gz_230	43099 43103	Gene	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_255	PMC3342123.nxml.gz_231	43191 43193	bp	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_256	PMC3342123.nxml.gz_231	43241 43247	Genome	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_257	PMC3342123.nxml.gz_237	43717 43728	transcripts	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_258	PMC3342123.nxml.gz_239	44041 44052	transcripts	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_259	PMC3342123.nxml.gz_245	45063 45067	Gene	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_260	PMC3342123.nxml.gz_246	45179 45183	Gene	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_261	PMC3342123.nxml.gz_246	45350 45354	gene	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_262	PMC3342123.nxml.gz_249	45836 45843	primers	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_263	PMC3342123.nxml.gz_250	46020 46030	transcript	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_264	PMC3342123.nxml.gz_250	46071 46076	genes	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_265	PMC3342123.nxml.gz_251	46356 46362	primer	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_266	PMC3342123.nxml.gz_252	46524 46530	primer	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_267	PMC3342123.nxml.gz_255	47356 47360	gene	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_268	PMC3342123.nxml.gz_259	47703 47709	Primer	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_269	PMC3342123.nxml.gz_259	47822 47824	bp	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_270	PMC3342123.nxml.gz_259	49001 49005	gene	SO_biobert_model_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_272	PMC3348565.nxml.gz_18	3194 3199	genes	SO_biobert_model_local_PMC3348565.nxml.gz
SO_2021_10_26_Instance_276	PMC3424155.nxml.gz_17	2514 2521	genomic	SO_biobert_model_local_PMC3424155.nxml.gz
SO_2021_10_26_Instance_277	PMC3424155.nxml.gz_20	3160 3164	gene	SO_biobert_model_local_PMC3424155.nxml.gz
SO_2021_10_26_Instance_278	PMC3424155.nxml.gz_183	29214 29218	gene	SO_biobert_model_local_PMC3424155.nxml.gz
SO_2021_10_26_Instance_279	PMC3424155.nxml.gz_199	31662 31666	gene	SO_biobert_model_local_PMC3424155.nxml.gz
SO_2021_10_26_Instance_280	PMC3424155.nxml.gz_200	31756 31760	gene	SO_biobert_model_local_PMC3424155.nxml.gz
SO_2021_10_26_Instance_283	PMC3470091.nxml.gz_75	14680 14684	gene	SO_biobert_model_local_PMC3470091.nxml.gz
SO_2021_10_26_Instance_286	PMC3659910.nxml.gz_131	19323 19328	genes	SO_biobert_model_local_PMC3659910.nxml.gz
SO_2021_10_26_Instance_289	PMC3710985.nxml.gz_19	3058 3065	genetic	SO_biobert_model_local_PMC3710985.nxml.gz
SO_2021_10_26_Instance_290	PMC3710985.nxml.gz_166	33541 33548	genetic	SO_biobert_model_local_PMC3710985.nxml.gz
SO_2021_10_26_Instance_291	PMC3710985.nxml.gz_184	37571 37578	genetic	SO_biobert_model_local_PMC3710985.nxml.gz
SO_2021_10_26_Instance_293	PMC3789799.nxml.gz_1	254 258	gene	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_294	PMC3789799.nxml.gz_1	321 326	genes	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_295	PMC3789799.nxml.gz_7	1122 1127	genes	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_296	PMC3789799.nxml.gz_8	1377 1384	genetic	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_297	PMC3789799.nxml.gz_10	1758 1765	genetic	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_298	PMC3789799.nxml.gz_12	2051 2058	genetic	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_299	PMC3789799.nxml.gz_13	2149 2154	genes	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_300	PMC3789799.nxml.gz_13	2238 2245	genetic	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_301	PMC3789799.nxml.gz_17	2727 2733	genome	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_302	PMC3789799.nxml.gz_17	2776 2781	exome	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_303	PMC3789799.nxml.gz_20	3357 3362	genes	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_304	PMC3789799.nxml.gz_21	3520 3524	gene	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_305	PMC3789799.nxml.gz_30	4816 4822	genome	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_306	PMC3789799.nxml.gz_30	4881 4884	SNP	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_307	PMC3789799.nxml.gz_30	4892 4899	Genetic	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_308	PMC3789799.nxml.gz_32	5052 5059	Genetic	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_309	PMC3789799.nxml.gz_32	5071 5074	QTL	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_310	PMC3789799.nxml.gz_32	5178 5184	genome	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_311	PMC3789799.nxml.gz_32	5185 5188	SNP	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_312	PMC3789799.nxml.gz_33	5224 5231;5232 5235	genetic map	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_313	PMC3789799.nxml.gz_33	5245 5248	SNP	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_314	PMC3789799.nxml.gz_34	5363 5368	Exons	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_315	PMC3789799.nxml.gz_34	5382 5387	genes	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_316	PMC3789799.nxml.gz_50	7833 7840	genetic	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_317	PMC3789799.nxml.gz_51	7964 7967	SNP	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_318	PMC3789799.nxml.gz_51	8052 8058	genome	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_319	PMC3789799.nxml.gz_53	8329 8334	genes	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_320	PMC3789799.nxml.gz_54	8346 8351	genes	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_321	PMC3789799.nxml.gz_54	8508 8515	alleles	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_322	PMC3789799.nxml.gz_55	8609 8616	genomic	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_323	PMC3789799.nxml.gz_55	8639 8651	... transversion	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_324	PMC3789799.nxml.gz_57	9031 9037	domain	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_325	PMC3789799.nxml.gz_59	9183 9189	Genome	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_326	PMC3789799.nxml.gz_61	9473 9482	Haplotype	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_327	PMC3789799.nxml.gz_64	9815 9822	Genomic	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_328	PMC3789799.nxml.gz_66	10096 10105	orthologs	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_329	PMC3789799.nxml.gz_69	10348 10354	domain	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_330	PMC3789799.nxml.gz_69	10362 10375	transmembrane	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_331	PMC3789799.nxml.gz_69	10381 10387	domain	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_332	PMC3789799.nxml.gz_69	10405 10411	domain	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_333	PMC3789799.nxml.gz_70	10450 10456	domain	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_334	PMC3789799.nxml.gz_70	10487 10495	homology	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_335	PMC3789799.nxml.gz_70	10501 10508	domains	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_336	PMC3789799.nxml.gz_70	10562 10569	domains	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_337	PMC3789799.nxml.gz_72	10941 10950	predicted	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_338	PMC3789799.nxml.gz_72	10951 10956	genes	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_339	PMC3789799.nxml.gz_72	10963 10968	genes	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_340	PMC3789799.nxml.gz_73	11305 11311	domain	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_341	PMC3789799.nxml.gz_92	13413 13418	genes	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_342	PMC3789799.nxml.gz_93	13675 13679	gene	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_343	PMC3789799.nxml.gz_95	14056 14064	homology	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_344	PMC3789799.nxml.gz_102	14630 14636	domain	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_345	PMC3789799.nxml.gz_103	14727 14733	domain	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_346	PMC3789799.nxml.gz_110	15227 15233	genome	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_347	PMC3789799.nxml.gz_112	15425 15428	SNP	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_348	PMC3789799.nxml.gz_113	15549 15553	gene	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_349	PMC3789799.nxml.gz_115	15975 15982;15983 15987	binding site	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_350	PMC3789799.nxml.gz_115	16028 16029;16029 16030;16030 16035	α - helix	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_351	PMC3789799.nxml.gz_115	16052 16060	homology	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_352	PMC3789799.nxml.gz_115	16061 16067	domain	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_353	PMC3789799.nxml.gz_127	17452 17456	gene	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_354	PMC3789799.nxml.gz_128	17513 17519	allele	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_355	PMC3789799.nxml.gz_129	17632 17637	genes	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_356	PMC3789799.nxml.gz_130	17774 17781	genetic	SO_biobert_model_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_359	PMC3828574.nxml.gz_112	24416 24423	genomic	SO_biobert_model_local_PMC3828574.nxml.gz
SO_2021_10_26_Instance_362	PMC3915248.nxml.gz_44	11099 11103	gene	SO_biobert_model_local_PMC3915248.nxml.gz
SO_2021_10_26_Instance_365	PMC4037583.nxml.gz_0	89 99	Transcript	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_366	PMC4037583.nxml.gz_2	511 521	transcript	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_367	PMC4037583.nxml.gz_3	648 659	transcripts	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_368	PMC4037583.nxml.gz_6	1122 1126	gene	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_369	PMC4037583.nxml.gz_10	1577 1581	gene	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_370	PMC4037583.nxml.gz_15	2119 2123	gene	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_371	PMC4037583.nxml.gz_17	2366 2376	transcript	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_372	PMC4037583.nxml.gz_17	2396 2402;2403 2409	single strand	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_373	PMC4037583.nxml.gz_17	2410 2419;2420 2423	noncoding RNA	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_374	PMC4037583.nxml.gz_20	2877 2885	promoter	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_375	PMC4037583.nxml.gz_22	3296 3300	gene	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_376	PMC4037583.nxml.gz_27	4200 4204	gene	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_377	PMC4037583.nxml.gz_59	7742 7747	genes	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_378	PMC4037583.nxml.gz_59	7942 7949	primers	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_379	PMC4037583.nxml.gz_60	8060 8064	gene	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_380	PMC4037583.nxml.gz_60	8100 8104	gene	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_381	PMC4037583.nxml.gz_85	11386 11393	primers	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_382	PMC4037583.nxml.gz_87	11653 11656;11657 11664	PCR product	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_383	PMC4037583.nxml.gz_89	11953 11960	primers	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_384	PMC4037583.nxml.gz_90	12124 12127;12128 12136	PCR products	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_385	PMC4037583.nxml.gz_91	12217 12224	primers	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_386	PMC4037583.nxml.gz_92	12437 12444	primers	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_387	PMC4037583.nxml.gz_93	12597 12600;12601 12609	PCR products	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_388	PMC4037583.nxml.gz_101	13595 13606	transcripts	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_389	PMC4037583.nxml.gz_104	13895 13906	transcripts	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_390	PMC4037583.nxml.gz_112	14973 14981	isoforms	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_391	PMC4037583.nxml.gz_127	16815 16819	gene	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_392	PMC4037583.nxml.gz_131	17457 17474	genepolymorphisms	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_393	PMC4037583.nxml.gz_131	17489 17493	gene	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_394	PMC4037583.nxml.gz_135	18397 18401	gene	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_395	PMC4037583.nxml.gz_141	19305 19309	gene	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_396	PMC4037583.nxml.gz_144	19786 19790	gene	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_397	PMC4037583.nxml.gz_149	20452 20463	transcripts	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_398	PMC4037583.nxml.gz_149	20554 20564	transcript	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_399	PMC4037583.nxml.gz_153	20941 20952	transcripts	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_400	PMC4037583.nxml.gz_154	21055 21065	transcript	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_401	PMC4037583.nxml.gz_158	21624 21634	transcript	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_402	PMC4037583.nxml.gz_165	22738 22745	isoform	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_403	PMC4037583.nxml.gz_166	22835 22842	isoform	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_404	PMC4037583.nxml.gz_166	22889 22895	domain	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_405	PMC4037583.nxml.gz_166	22911 22918	domains	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_406	PMC4037583.nxml.gz_171	23414 23422	isoforms	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_407	PMC4037583.nxml.gz_172	23705 23711	pseudo	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_408	PMC4037583.nxml.gz_174	23922 23932	transcript	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_409	PMC4037583.nxml.gz_177	24363 24367	gene	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_410	PMC4037583.nxml.gz_180	24847 24858	transcripts	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_411	PMC4037583.nxml.gz_184	25458 25469	transcripts	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_412	PMC4037583.nxml.gz_186	25711 25716	genes	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_413	PMC4037583.nxml.gz_189	26094 26098	gene	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_414	PMC4037583.nxml.gz_193	26738 26742	gene	SO_biobert_model_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_418	PMC4275682.nxml.gz_11	1926 1933	genetic	SO_biobert_model_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_419	PMC4275682.nxml.gz_50	10124 10131	genetic	SO_biobert_model_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_420	PMC4275682.nxml.gz_128	24597 24604	genetic	SO_biobert_model_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_421	PMC4275682.nxml.gz_134	25406 25419;25420 25423	mitochondrial DNA	SO_biobert_model_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_422	PMC4275682.nxml.gz_135	25492 25499	genetic	SO_biobert_model_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_423	PMC4275682.nxml.gz_145	27771 27778	genetic	SO_biobert_model_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_424	PMC4275682.nxml.gz_159	29979 29986	genetic	SO_biobert_model_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_425	PMC4275682.nxml.gz_159	30138 30149	genetically	SO_biobert_model_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_426	PMC4275682.nxml.gz_159	30189 30194	genes	SO_biobert_model_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_427	PMC4275682.nxml.gz_160	30270 30275	genes	SO_biobert_model_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_428	PMC4275682.nxml.gz_161	30400 30406;30406 30407;30407 30417;30418 30431	single - nucleotide polymorphisms	SO_biobert_model_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_429	PMC4275682.nxml.gz_162	30879 30886	genetic	SO_biobert_model_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_430	PMC4275682.nxml.gz_163	30956 30963	genetic	SO_biobert_model_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_431	PMC4275682.nxml.gz_164	31308 31315	genetic	SO_biobert_model_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_434	PMC4311629.nxml.gz_9	1397 1403	domain	SO_biobert_model_local_PMC4311629.nxml.gz
SO_2021_10_26_Instance_435	PMC4311629.nxml.gz_78	13976 13982	domain	SO_biobert_model_local_PMC4311629.nxml.gz
SO_2021_10_26_Instance_436	PMC4311629.nxml.gz_88	15757 15764;15765 15769	forward loop	SO_biobert_model_local_PMC4311629.nxml.gz
SO_2021_10_26_Instance_437	PMC4311629.nxml.gz_110	19706 19712	domain	SO_biobert_model_local_PMC4311629.nxml.gz
SO_2021_10_26_Instance_438	PMC4311629.nxml.gz_113	20220 20228	promoter	SO_biobert_model_local_PMC4311629.nxml.gz
SO_2021_10_26_Instance_439	PMC4311629.nxml.gz_117	20863 20871	isoforms	SO_biobert_model_local_PMC4311629.nxml.gz
SO_2021_10_26_Instance_440	PMC4311629.nxml.gz_118	20940 20947	isoform	SO_biobert_model_local_PMC4311629.nxml.gz
SO_2021_10_26_Instance_441	PMC4311629.nxml.gz_118	21008 21015	isoform	SO_biobert_model_local_PMC4311629.nxml.gz
SO_2021_10_26_Instance_442	PMC4311629.nxml.gz_119	21211 21215	gene	SO_biobert_model_local_PMC4311629.nxml.gz
SO_2021_10_26_Instance_443	PMC4311629.nxml.gz_138	24493 24500	homolog	SO_biobert_model_local_PMC4311629.nxml.gz
SO_2021_10_26_Instance_445	PMC4327187.nxml.gz_101	15775 15783	messages	SO_biobert_model_local_PMC4327187.nxml.gz
SO_2021_10_26_Instance_446	PMC4327187.nxml.gz_137	24706 24713	message	SO_biobert_model_local_PMC4327187.nxml.gz
SO_2021_10_26_Instance_448	PMC4352710.nxml.gz_8	1035 1041	genome	SO_biobert_model_local_PMC4352710.nxml.gz
SO_2021_10_26_Instance_449	PMC4352710.nxml.gz_15	2177 2181	gene	SO_biobert_model_local_PMC4352710.nxml.gz
SO_2021_10_26_Instance_454	PMC4488777.nxml.gz_70	10712 10716	gene	SO_biobert_model_local_PMC4488777.nxml.gz
SO_2021_10_26_Instance_455	PMC4488777.nxml.gz_75	11332 11336	gene	SO_biobert_model_local_PMC4488777.nxml.gz
SO_2021_10_26_Instance_456	PMC4488777.nxml.gz_75	11399 11405;11406 11416;11417 11430	single nucleotide polymorphisms	SO_biobert_model_local_PMC4488777.nxml.gz
SO_2021_10_26_Instance_457	PMC4488777.nxml.gz_76	11469 11473	Gene	SO_biobert_model_local_PMC4488777.nxml.gz
SO_2021_10_26_Instance_458	PMC4488777.nxml.gz_76	11538 11542	gene	SO_biobert_model_local_PMC4488777.nxml.gz
SO_2021_10_26_Instance_459	PMC4488777.nxml.gz_135	18975 18979	gene	SO_biobert_model_local_PMC4488777.nxml.gz
