CL_EXT_2021_10_26_Instance_2	PMC1474522.nxml.gz_1	129 138	Müllerian	CL_EXT_biobert_model_local_PMC1474522.nxml.gz
CL_EXT_2021_10_26_Instance_816	PMC2727050.nxml.gz_143	28328 28338;28339 28344	epithelial cells	CL_EXT_crf_model_full_5cv_local_PMC2727050.nxml.gz
CL_EXT_2021_10_26_Instance_817	PMC2727050.nxml.gz_143	28356 28361	cells	CL_EXT_crf_model_full_5cv_local_PMC2727050.nxml.gz
CL_EXT_2021_10_26_Instance_821	PMC2889879.nxml.gz_28	4408 4416	Neuronal	CL_EXT_crf_model_full_5cv_local_PMC2889879.nxml.gz
CL_EXT_2021_10_26_Instance_822	PMC2889879.nxml.gz_33	5234 5237;5238 5243;5244 5249	red blood cells	CL_EXT_crf_model_full_5cv_local_PMC2889879.nxml.gz
CL_EXT_2021_10_26_Instance_823	PMC2889879.nxml.gz_33	5259 5269	fibroblast	CL_EXT_crf_model_full_5cv_local_PMC2889879.nxml.gz
CL_EXT_2021_10_26_Instance_824	PMC2889879.nxml.gz_35	5754 5758	cell	CL_EXT_crf_model_full_5cv_local_PMC2889879.nxml.gz
CL_EXT_2021_10_26_Instance_825	PMC2889879.nxml.gz_69	11481 11485	eggs	CL_EXT_crf_model_full_5cv_local_PMC2889879.nxml.gz
CL_EXT_2021_10_26_Instance_826	PMC2889879.nxml.gz_132	31313 31316;31317 31322;31323 31328	red blood cells	CL_EXT_crf_model_full_5cv_local_PMC2889879.nxml.gz
CL_EXT_2021_10_26_Instance_827	PMC2889879.nxml.gz_132	31338 31349	fibroblasts	CL_EXT_crf_model_full_5cv_local_PMC2889879.nxml.gz
CL_EXT_2021_10_26_Instance_828	PMC2889879.nxml.gz_153	34630 34633;34634 34638	red cell	CL_EXT_crf_model_full_5cv_local_PMC2889879.nxml.gz
CL_EXT_2021_10_26_Instance_829	PMC2889879.nxml.gz_156	35107 35110;35111 35116	red cells	CL_EXT_crf_model_full_5cv_local_PMC2889879.nxml.gz
CL_EXT_2021_10_26_Instance_831	PMC2898025.nxml.gz_6	841 849	cellular	CL_EXT_crf_model_full_5cv_local_PMC2898025.nxml.gz
CL_EXT_2021_10_26_Instance_832	PMC2898025.nxml.gz_18	2610 2614	cell	CL_EXT_crf_model_full_5cv_local_PMC2898025.nxml.gz
CL_EXT_2021_10_26_Instance_833	PMC2898025.nxml.gz_54	8612 8617	cells	CL_EXT_crf_model_full_5cv_local_PMC2898025.nxml.gz
CL_EXT_2021_10_26_Instance_834	PMC2898025.nxml.gz_73	12605 12610	cells	CL_EXT_crf_model_full_5cv_local_PMC2898025.nxml.gz
CL_EXT_2021_10_26_Instance_835	PMC2898025.nxml.gz_109	18560 18564	cell	CL_EXT_crf_model_full_5cv_local_PMC2898025.nxml.gz
CL_EXT_2021_10_26_Instance_836	PMC2898025.nxml.gz_111	18792 18797	cells	CL_EXT_crf_model_full_5cv_local_PMC2898025.nxml.gz
CL_EXT_2021_10_26_Instance_837	PMC2898025.nxml.gz_115	19785 19790	cells	CL_EXT_crf_model_full_5cv_local_PMC2898025.nxml.gz
CL_EXT_2021_10_26_Instance_840	PMC2999828.nxml.gz_12	1771 1772;1773 1784	T lymphocytes	CL_EXT_crf_model_full_5cv_local_PMC2999828.nxml.gz
CL_EXT_2021_10_26_Instance_841	PMC2999828.nxml.gz_13	1841 1846	Gells	CL_EXT_crf_model_full_5cv_local_PMC2999828.nxml.gz
CL_EXT_2021_10_26_Instance_842	PMC2999828.nxml.gz_13	2045 2046;2047 2052	T cells	CL_EXT_crf_model_full_5cv_local_PMC2999828.nxml.gz
CL_EXT_2021_10_26_Instance_843	PMC2999828.nxml.gz_15	2271 2275;2276 2281	mast cells	CL_EXT_crf_model_full_5cv_local_PMC2999828.nxml.gz
CL_EXT_2021_10_26_Instance_844	PMC2999828.nxml.gz_16	2461 2465;2466 2470	mast cell	CL_EXT_crf_model_full_5cv_local_PMC2999828.nxml.gz
CL_EXT_2021_10_26_Instance_845	PMC2999828.nxml.gz_20	3009 3013;3014 3019	mast cells	CL_EXT_crf_model_full_5cv_local_PMC2999828.nxml.gz
CL_EXT_2021_10_26_Instance_846	PMC2999828.nxml.gz_21	3326 3331	cells	CL_EXT_crf_model_full_5cv_local_PMC2999828.nxml.gz
CL_EXT_2021_10_26_Instance_847	PMC2999828.nxml.gz_21	3393 3404	lymphocytes	CL_EXT_crf_model_full_5cv_local_PMC2999828.nxml.gz
CL_EXT_2021_10_26_Instance_848	PMC2999828.nxml.gz_55	8979 8983	cell	CL_EXT_crf_model_full_5cv_local_PMC2999828.nxml.gz
CL_EXT_2021_10_26_Instance_849	PMC2999828.nxml.gz_131	20465 20475	lymphocyte	CL_EXT_crf_model_full_5cv_local_PMC2999828.nxml.gz
CL_EXT_2021_10_26_Instance_850	PMC2999828.nxml.gz_164	25706 25707;25708 25712	T cell	CL_EXT_crf_model_full_5cv_local_PMC2999828.nxml.gz
CL_EXT_2021_10_26_Instance_851	PMC2999828.nxml.gz_167	26194 26199	cells	CL_EXT_crf_model_full_5cv_local_PMC2999828.nxml.gz
CL_EXT_2021_10_26_Instance_852	PMC2999828.nxml.gz_168	26331 26332;26333 26338	T cells	CL_EXT_crf_model_full_5cv_local_PMC2999828.nxml.gz
CL_EXT_2021_10_26_Instance_853	PMC2999828.nxml.gz_169	26475 26480	cells	CL_EXT_crf_model_full_5cv_local_PMC2999828.nxml.gz
CL_EXT_2021_10_26_Instance_854	PMC2999828.nxml.gz_195	31611 31616	cells	CL_EXT_crf_model_full_5cv_local_PMC2999828.nxml.gz
CL_EXT_2021_10_26_Instance_855	PMC2999828.nxml.gz_233	38060 38064	eggs	CL_EXT_crf_model_full_5cv_local_PMC2999828.nxml.gz
CL_EXT_2021_10_26_Instance_857	PMC3075531.nxml.gz_10	1944 1945;1946 1952;1953 1958	T helper cells	CL_EXT_crf_model_full_5cv_local_PMC3075531.nxml.gz
CL_EXT_2021_10_26_Instance_858	PMC3075531.nxml.gz_10	2633 2642	monocytes	CL_EXT_crf_model_full_5cv_local_PMC3075531.nxml.gz
CL_EXT_2021_10_26_Instance_860	PMC3169551.nxml.gz_10	1866 1870	iron	CL_EXT_crf_model_full_5cv_local_PMC3169551.nxml.gz
CL_EXT_2021_10_26_Instance_861	PMC3169551.nxml.gz_13	2297 2301	iron	CL_EXT_crf_model_full_5cv_local_PMC3169551.nxml.gz
CL_EXT_2021_10_26_Instance_862	PMC3169551.nxml.gz_23	4183 4187	iron	CL_EXT_crf_model_full_5cv_local_PMC3169551.nxml.gz
CL_EXT_2021_10_26_Instance_866	PMC3272870.nxml.gz_13	3091 3095	cell	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_867	PMC3272870.nxml.gz_26	5396 5404	neuronal	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_868	PMC3272870.nxml.gz_26	5405 5409	cell	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_869	PMC3272870.nxml.gz_61	11748 11755;11756 11761	thyroid cells	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_870	PMC3272870.nxml.gz_64	12543 12548	cells	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_871	PMC3272870.nxml.gz_64	12594 12599	cells	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_872	PMC3272870.nxml.gz_64	12848 12852	cell	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_873	PMC3272870.nxml.gz_64	12895 12900	cells	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_874	PMC3272870.nxml.gz_64	12941 12948;12949 12954	thyroid cells	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_875	PMC3272870.nxml.gz_64	12964 12968;12969 12974	stem cells	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_876	PMC3272870.nxml.gz_64	13001 13011;13012 13017	follicular cells	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_877	PMC3272870.nxml.gz_65	13084 13088	cell	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_878	PMC3272870.nxml.gz_74	14488 14493	cells	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_879	PMC3272870.nxml.gz_76	15028 15035;15036 15041	thyroid cells	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_880	PMC3272870.nxml.gz_82	16069 16076;16077 16082	thyroid cells	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_881	PMC3272870.nxml.gz_89	17136 17141	cells	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_882	PMC3272870.nxml.gz_90	17274 17278	cell	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_883	PMC3272870.nxml.gz_91	17346 17351	cells	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_884	PMC3272870.nxml.gz_91	17463 17470;17471 17476	thyroid cells	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_885	PMC3272870.nxml.gz_92	17622 17627	cells	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_886	PMC3272870.nxml.gz_93	17897 17902	cells	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_887	PMC3272870.nxml.gz_97	18711 18716	cells	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_888	PMC3272870.nxml.gz_97	18735 18739	cell	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_889	PMC3272870.nxml.gz_97	18835 18839	cell	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_890	PMC3272870.nxml.gz_99	19063 19068	cells	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_891	PMC3272870.nxml.gz_99	19142 19150	cellular	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_892	PMC3272870.nxml.gz_112	20795 20800	cells	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_893	PMC3272870.nxml.gz_131	23482 23490	cellular	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_894	PMC3272870.nxml.gz_131	23549 23550;23550 23551;23551 23555	T - cell	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_895	PMC3272870.nxml.gz_156	27578 27582;27583 27588	germ cells	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_896	PMC3272870.nxml.gz_171	30290 30295	cells	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_897	PMC3272870.nxml.gz_178	31241 31246	cells	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_898	PMC3272870.nxml.gz_188	33144 33148	cell	CL_EXT_crf_model_full_5cv_local_PMC3272870.nxml.gz
CL_EXT_2021_10_26_Instance_900	PMC3279448.nxml.gz_20	3454 3458	cell	CL_EXT_crf_model_full_5cv_local_PMC3279448.nxml.gz
CL_EXT_2021_10_26_Instance_901	PMC3279448.nxml.gz_154	26339 26343	cell	CL_EXT_crf_model_full_5cv_local_PMC3279448.nxml.gz
CL_EXT_2021_10_26_Instance_902	PMC3279448.nxml.gz_174	30214 30222	cellular	CL_EXT_crf_model_full_5cv_local_PMC3279448.nxml.gz
CL_EXT_2021_10_26_Instance_903	PMC3279448.nxml.gz_178	30884 30892	cellular	CL_EXT_crf_model_full_5cv_local_PMC3279448.nxml.gz
CL_EXT_2021_10_26_Instance_904	PMC3279448.nxml.gz_178	31041 31049	cellular	CL_EXT_crf_model_full_5cv_local_PMC3279448.nxml.gz
CL_EXT_2021_10_26_Instance_907	PMC3342123.nxml.gz_0	103 107	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_908	PMC3342123.nxml.gz_9	1906 1910	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_909	PMC3342123.nxml.gz_12	2214 2218	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_910	PMC3342123.nxml.gz_14	2732 2736	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_911	PMC3342123.nxml.gz_26	5229 5239	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_912	PMC3342123.nxml.gz_26	5244 5250;5251 5257	muscle fibres	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_913	PMC3342123.nxml.gz_27	5393 5402	adipocyte	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_914	PMC3342123.nxml.gz_32	6025 6029	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_915	PMC3342123.nxml.gz_32	6040 6044	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_916	PMC3342123.nxml.gz_55	10190 10194	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_917	PMC3342123.nxml.gz_75	14608 14614;14615 14617	period II	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_918	PMC3342123.nxml.gz_81	15671 15675	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_919	PMC3342123.nxml.gz_105	23224 23227	SMC	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_920	PMC3342123.nxml.gz_120	25826 25830	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_921	PMC3342123.nxml.gz_120	25841 25849	cellular	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_922	PMC3342123.nxml.gz_124	26649 26653	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_923	PMC3342123.nxml.gz_124	26694 26698	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_924	PMC3342123.nxml.gz_125	26786 26790	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_925	PMC3342123.nxml.gz_125	26820 26824	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_926	PMC3342123.nxml.gz_126	26841 26851;26852 26857	Eukaryotic cells	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_927	PMC3342123.nxml.gz_126	26913 26917	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_928	PMC3342123.nxml.gz_127	26941 26945	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_929	PMC3342123.nxml.gz_128	27039 27043	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_930	PMC3342123.nxml.gz_129	27148 27152	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_931	PMC3342123.nxml.gz_129	27217 27221	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_932	PMC3342123.nxml.gz_131	27439 27443	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_933	PMC3342123.nxml.gz_132	27652 27656	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_934	PMC3342123.nxml.gz_133	27808 27812	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_935	PMC3342123.nxml.gz_134	27975 27979	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_936	PMC3342123.nxml.gz_136	28182 28186	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_937	PMC3342123.nxml.gz_136	28240 28244	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_938	PMC3342123.nxml.gz_137	28349 28353	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_939	PMC3342123.nxml.gz_138	28572 28576	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_940	PMC3342123.nxml.gz_139	28694 28698	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_941	PMC3342123.nxml.gz_140	29198 29202	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_942	PMC3342123.nxml.gz_141	29405 29408	SMC	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_943	PMC3342123.nxml.gz_142	29581 29585	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_944	PMC3342123.nxml.gz_144	29861 29865	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_945	PMC3342123.nxml.gz_144	30060 30064	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_946	PMC3342123.nxml.gz_145	30213 30221	cellular	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_947	PMC3342123.nxml.gz_147	30541 30546	cells	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_948	PMC3342123.nxml.gz_149	30787 30791	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_949	PMC3342123.nxml.gz_152	31176 31184	cellular	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_950	PMC3342123.nxml.gz_155	31654 31658	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_951	PMC3342123.nxml.gz_157	31995 31999	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_952	PMC3342123.nxml.gz_157	32020 32024	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_953	PMC3342123.nxml.gz_166	33832 33837	cells	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_954	PMC3342123.nxml.gz_167	33866 33874	cellular	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_955	PMC3342123.nxml.gz_171	34630 34638	cellular	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_956	PMC3342123.nxml.gz_186	37106 37110	cell	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_957	PMC3342123.nxml.gz_186	37121 37129	cellular	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_958	PMC3342123.nxml.gz_259	48548 48551	SMC	CL_EXT_crf_model_full_5cv_local_PMC3342123.nxml.gz
CL_EXT_2021_10_26_Instance_960	PMC3348565.nxml.gz_18	3071 3080	monocytes	CL_EXT_crf_model_full_5cv_local_PMC3348565.nxml.gz
CL_EXT_2021_10_26_Instance_961	PMC3348565.nxml.gz_18	3085 3096	macrophages	CL_EXT_crf_model_full_5cv_local_PMC3348565.nxml.gz
CL_EXT_2021_10_26_Instance_962	PMC3348565.nxml.gz_18	3213 3218	cells	CL_EXT_crf_model_full_5cv_local_PMC3348565.nxml.gz
CL_EXT_2021_10_26_Instance_963	PMC3348565.nxml.gz_19	3343 3356	intracellular	CL_EXT_crf_model_full_5cv_local_PMC3348565.nxml.gz
CL_EXT_2021_10_26_Instance_964	PMC3348565.nxml.gz_20	3467 3480	intracellular	CL_EXT_crf_model_full_5cv_local_PMC3348565.nxml.gz
CL_EXT_2021_10_26_Instance_965	PMC3348565.nxml.gz_20	3560 3573	intracellular	CL_EXT_crf_model_full_5cv_local_PMC3348565.nxml.gz
CL_EXT_2021_10_26_Instance_966	PMC3348565.nxml.gz_133	27313 27324	macrophages	CL_EXT_crf_model_full_5cv_local_PMC3348565.nxml.gz
CL_EXT_2021_10_26_Instance_967	PMC3348565.nxml.gz_133	27329 27338	monocytes	CL_EXT_crf_model_full_5cv_local_PMC3348565.nxml.gz
CL_EXT_2021_10_26_Instance_970	PMC3400371.nxml.gz_1	234 238	iron	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_971	PMC3400371.nxml.gz_6	736 740	iron	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_972	PMC3400371.nxml.gz_9	1169 1173	iron	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_973	PMC3400371.nxml.gz_11	1293 1297	Iron	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_974	PMC3400371.nxml.gz_13	1704 1707;1708 1712	red cell	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_975	PMC3400371.nxml.gz_15	2011 2015	iron	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_976	PMC3400371.nxml.gz_18	2698 2702	iron	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_977	PMC3400371.nxml.gz_20	2930 2934	iron	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_978	PMC3400371.nxml.gz_25	3844 3848	iron	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_979	PMC3400371.nxml.gz_29	4750 4754	Iron	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_980	PMC3400371.nxml.gz_30	4989 4993	iron	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_981	PMC3400371.nxml.gz_31	5060 5064	Iron	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_982	PMC3400371.nxml.gz_32	5130 5134	Iron	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_983	PMC3400371.nxml.gz_37	5921 5925	iron	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_984	PMC3400371.nxml.gz_38	6198 6202	iron	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_985	PMC3400371.nxml.gz_44	6805 6809	cell	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_986	PMC3400371.nxml.gz_51	7751 7755	Iron	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_987	PMC3400371.nxml.gz_53	8340 8344	iron	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_988	PMC3400371.nxml.gz_55	8521 8525	iron	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_989	PMC3400371.nxml.gz_57	8802 8806	iron	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_990	PMC3400371.nxml.gz_58	9048 9052	iron	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_991	PMC3400371.nxml.gz_61	9628 9633	cells	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_992	PMC3400371.nxml.gz_63	10057 10061	iron	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_993	PMC3400371.nxml.gz_88	14805 14809	iron	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_994	PMC3400371.nxml.gz_109	18169 18173	iron	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_995	PMC3400371.nxml.gz_123	20306 20310	iron	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_996	PMC3400371.nxml.gz_132	22018 22024	skills	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_997	PMC3400371.nxml.gz_133	22396 22399;22400 22405;22406 22410	red blood cell	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_998	PMC3400371.nxml.gz_133	22458 22462	cell	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_999	PMC3400371.nxml.gz_133	22476 22480	cell	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_1000	PMC3400371.nxml.gz_133	22503 22507	cell	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_1001	PMC3400371.nxml.gz_136	23125 23129	iron	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_1002	PMC3400371.nxml.gz_137	23182 23186	iron	CL_EXT_crf_model_full_5cv_local_PMC3400371.nxml.gz
CL_EXT_2021_10_26_Instance_1004	PMC3424155.nxml.gz_19	2898 2906	cellular	CL_EXT_crf_model_full_5cv_local_PMC3424155.nxml.gz
CL_EXT_2021_10_26_Instance_1005	PMC3424155.nxml.gz_47	7155 7157	BP	CL_EXT_crf_model_full_5cv_local_PMC3424155.nxml.gz
